0 -9.9749	0xff000000
0 -9.92469	0xff000000
0 -9.87448	0xff000000
0 -9.82427	0xff000000
0 -9.77406	0xff000000
0 -9.72385	0xff000000
0 -9.67364	0xff000000
0 -9.62343	0xff000000
0 -9.57322	0xff000000
0 -9.52301	0xff000000
0 -9.4728	0xff000000
0 -9.42259	0xff000000
0 -9.37238	0xff000000
0 -9.32218	0xff000000
0 -9.27197	0xff000000
0 -9.22176	0xff000000
0 -9.17155	0xff000000
0 -9.12134	0xff000000
0 -9.07113	0xff000000
0 -9.02092	0xff000000
0 -8.97071	0xff000000
0 -8.9205	0xff000000
0 -8.87029	0xff000000
0 -8.82008	0xff000000
0 -8.76987	0xff000000
0 -8.71967	0xff000000
0 -8.66946	0xff000000
0 -8.61925	0xff000000
0 -8.56904	0xff000000
0 -8.51883	0xff000000
0 -8.46862	0xff000000
0 -8.41841	0xff000000
0 -8.3682	0xff000000
0 -8.31799	0xff000000
0 -8.26778	0xff000000
0 -8.21757	0xff000000
0 -8.16736	0xff000000
0 -8.11715	0xff000000
0 -8.06695	0xff000000
0 -8.01674	0xff000000
0 -7.96653	0xff000000
0 -7.91632	0xff000000
0 -7.86611	0xff000000
0 -7.8159	0xff000000
0 -7.76569	0xff000000
0 -7.71548	0xff000000
0 -7.66527	0xff000000
0 -7.61506	0xff000000
0 -7.56485	0xff000000
0 -7.51464	0xff000000
0 -7.46444	0xff000000
0 -7.41423	0xff000000
0 -7.36402	0xff000000
0 -7.31381	0xff000000
0 -7.2636	0xff000000
0 -7.21339	0xff000000
0 -7.16318	0xff000000
0 -7.11297	0xff000000
0 -7.06276	0xff000000
0 -7.01255	0xff000000
0 -6.96234	0xff000000
0 -6.91213	0xff000000
0 -6.86192	0xff000000
0 -6.81172	0xff000000
0 -6.76151	0xff000000
0 -6.7113	0xff000000
0 -6.66109	0xff000000
0 -6.61088	0xff000000
0 -6.56067	0xff000000
0 -6.51046	0xff000000
0 -6.46025	0xff000000
0 -6.41004	0xff000000
0 -6.35983	0xff000000
0 -6.30962	0xff000000
0 -6.25941	0xff000000
0 -6.20921	0xff000000
0 -6.159	0xff000000
0 -6.10879	0xff000000
0 -6.05858	0xff000000
0 -6.00837	0xff000000
0 -5.95816	0xff000000
0 -5.90795	0xff000000
0 -5.85774	0xff000000
0 -5.80753	0xff000000
0 -5.75732	0xff000000
0 -5.70711	0xff000000
0 -5.6569	0xff000000
0 -5.60669	0xff000000
0 -5.55649	0xff000000
0 -5.50628	0xff000000
0 -5.45607	0xff000000
0 -5.40586	0xff000000
0 -5.35565	0xff000000
0 -5.30544	0xff000000
0 -5.25523	0xff000000
0 -5.20502	0xff000000
0 -5.15481	0xff000000
0 -5.1046	0xff000000
0 -5.05439	0xff000000
0 -5.00418	0xff000000
0 -4.95397	0xff000000
0 -4.90377	0xfe00ff00
0 -4.85356	0xfe00ff00
0 -4.80335	0xfe00ff00
0 -4.75314	0xfe00ff00
0 -4.70293	0xfe00ff00
0 -4.65272	0xfe00ff00
0 -4.60251	0xfe00ff00
0 -4.5523	0xfe00ff00
0 -4.50209	0xfe00ff00
0 -4.45188	0xfe00ff00
0 -4.40167	0xfe00ff00
0 -4.35146	0xfe00ff00
0 -4.30126	0xfe00ff00
0 -4.25105	0xfe00ff00
0 -4.20084	0xfe00ff00
0 -4.15063	0xfe00ff00
0 -4.10042	0xfe00ff00
0 -4.05021	0xfe00ff00
0 -4	0xfe00ff00
0 -3.94979	0xfe00ff00
0 -3.89958	0xfe00ff00
0 -3.84937	0xfe00ff00
0 -3.79916	0xfe00ff00
0 -3.74895	0xfe00ff00
0 -3.69874	0xfe00ff00
0 -3.64854	0xfe00ff00
0 -3.59833	0xfe00ff00
0 -3.54812	0xfe00ff00
0 -3.49791	0xfd00ff00
0 -3.4477	0xfd00ff00
0 -3.39749	0xfd00ff00
0 -3.34728	0xfd007f00
0 -3.29707	0xfc00aa00
0 -3.24686	0xfc00aa00
0 -3.19665	0xfd007f00
0 -3.14644	0xfc00aa00
0 -3.09623	0xfb00bf3f
0 -3.04603	0xfb00bf3f
0 -2.99582	0xfb00bf00
0 -2.94561	0xfb00bf00
0 -2.8954	0xfb00bf00
0 -2.84519	0xfb00bf00
0 -2.79498	0xfb00bf00
0 -2.74477	0xfb00bf00
0 -2.69456	0xf900d42a
0 -2.64435	0xf900d400
0 -2.59414	0xf900d42a
0 -2.54393	0xf900aa00
0 -2.49372	0xf800b600
0 -2.44351	0xf800b624
0 -2.39331	0xf700bf00
0 -2.3431	0xf500cc19
0 -2.29289	0xf600c600
0 -2.24268	0xf500cc00
0 -2.19247	0xf300bf15
0 -2.14226	0xf200c413
0 -2.09205	0xf200c400
0 -2.04184	0xef00bf0f
0 -1.99163	0xeb00bf19
0 -1.94142	0xe900c517
0 -1.89121	0xe400c61c
0 -1.841	0xdd00c31e
0 -1.79079	0xd100c22c
0 -1.74059	0xb900c13d
0 -1.69038	0x8a00b95f
0 -1.64017	0x3a00929f
0 -1.58996	0x3b09007e
0 -1.53975	0x3b002ca3
0 -1.48954	0x30007dad
0 -1.43933	0x42000185
0 -1.38912	0x41000488
0 -1.33891	0x41009b96
0 -1.2887	0x7a00b66b
0 -1.23849	0x7800b56b
0 -1.18828	0x3900929f
0 -1.13808	0x3d00229f
0 -1.08787	0x380090a0
0 -1.03766	0x8900b961
0 -0.987448	0xa800be4c
0 -0.937238	0xa200bd4f
0 -0.887029	0x6d00b273
0 -0.83682	0x320062b0
0 -0.786611	0x36004aad
0 -0.736402	0x6200ad7b
0 -0.686192	0xa300bc4d
0 -0.635983	0xb300bf43
0 -0.585774	0xa500bd4c
0 -0.535565	0x6900b077
0 -0.485356	0x33005ab0
0 -0.435146	0x350052af
0 -0.384937	0x6400ae79
0 -0.334728	0x9e00bd51
0 -0.284519	0xa700bf4b
0 -0.23431	0x8a00b95f
0 -0.1841	0x3d00979b
0 -0.133891	0x3d00229f
0 -0.083682	0x340088a5
0 -0.0334728	0x6f00b273
0 0.0167364	0x7300b46f
0 0.0669456	0x3b00949d
0 0.117155	0x36100079
0 0.167364	0x3e001b9a
0 0.217573	0x320085a9
0 0.267782	0x390038a8
0 0.317992	0x31160073
0 0.368201	0x3a00939d
0 0.41841	0x9500bb59
0 0.468619	0xc400c233
0 0.518828	0xd900c228
0 0.569038	0xe500c41d
0 0.619247	0xec00bb0d
0 0.669456	0xf000bb11
0 0.719665	0xf400b900
0 0.769874	0xf600c600
0 0.820084	0xf700bf00
0 0.870293	0xf900aa00
0 0.920502	0xfa00cc00
0 0.970711	0xfa00cc00
0 1.02092	0xfb00bf00
0 1.07113	0xfc00aa00
0 1.12134	0xfc00aa00
0 1.17155	0xfc00aa00
0 1.22176	0xfc00aa00
0 1.27197	0xfd007f00
0 1.32218	0xfd007f00
0 1.37238	0xfd00ff00
0 1.42259	0xfd00ff00
0 1.4728	0xfd00ff00
0 1.52301	0xfd00ff00
0 1.57322	0xfe00ff00
0 1.62343	0xfe00ff00
0 1.67364	0xfe00ff00
0 1.72385	0xfe00ff00
0 1.77406	0xfe00ff00
0 1.82427	0xff000000
0 1.87448	0xfe00ff00
0 1.92469	0xfe00ff00
0 1.9749	0xfe00ff00
0.02 -9.9749	0xff000000
0.02 -9.92469	0xff000000
0.02 -9.87448	0xff000000
0.02 -9.82427	0xff000000
0.02 -9.77406	0xff000000
