 0	 -9.9749	 0xffffff
 0	 -9.92469	 0xffffff
 0	 -9.87448	 0xffffff
 0	 -9.82427	 0xffffff
 0	 -9.77406	 0xffffff
 0	 -9.72385	 0xffffff
 0	 -9.67364	 0xffffff
 0	 -9.62343	 0xffffff
 0	 -9.57322	 0xffffff
 0	 -9.52301	 0xffffff
 0	 -9.4728	 0xffffff
 0	 -9.42259	 0xffffff
 0	 -9.37238	 0xffffff
 0	 -9.32218	 0xffffff
 0	 -9.27197	 0xffffff
 0	 -9.22176	 0xffffff
 0	 -9.17155	 0xffffff
 0	 -9.12134	 0xffffff
 0	 -9.07113	 0xffffff
 0	 -9.02092	 0xffffff
 0	 -8.97071	 0xffffff
 0	 -8.9205	 0xffffff
 0	 -8.87029	 0xffffff
 0	 -8.82008	 0xffffff
 0	 -8.76987	 0xffffff
 0	 -8.71967	 0xffffff
 0	 -8.66946	 0xffffff
 0	 -8.61925	 0xffffff
 0	 -8.56904	 0xffffff
 0	 -8.51883	 0xffffff
 0	 -8.46862	 0xffffff
 0	 -8.41841	 0xffffff
 0	 -8.3682	 0xffffff
 0	 -8.31799	 0xffffff
 0	 -8.26778	 0xffffff
 0	 -8.21757	 0xffffff
 0	 -8.16736	 0xffffff
 0	 -8.11715	 0xffffff
 0	 -8.06695	 0xffffff
 0	 -8.01674	 0xffffff
 0	 -7.96653	 0xffffff
 0	 -7.91632	 0xffffff
 0	 -7.86611	 0xffffff
 0	 -7.8159	 0xffffff
 0	 -7.76569	 0xffffff
 0	 -7.71548	 0xffffff
 0	 -7.66527	 0xffffff
 0	 -7.61506	 0xffffff
 0	 -7.56485	 0xffffff
 0	 -7.51464	 0xffffff
 0	 -7.46444	 0xffffff
 0	 -7.41423	 0xffffff
 0	 -7.36402	 0xffffff
 0	 -7.31381	 0xffffff
 0	 -7.2636	 0xffffff
 0	 -7.21339	 0xffffff
 0	 -7.16318	 0xffffff
 0	 -7.11297	 0xffffff
 0	 -7.06276	 0xffffff
 0	 -7.01255	 0xffffff
 0	 -6.96234	 0xffffff
 0	 -6.91213	 0xffffff
 0	 -6.86192	 0xffffff
 0	 -6.81172	 0xffffff
 0	 -6.76151	 0xffffff
 0	 -6.7113	 0xffffff
 0	 -6.66109	 0xffffff
 0	 -6.61088	 0xffffff
 0	 -6.56067	 0xffffff
 0	 -6.51046	 0xffffff
 0	 -6.46025	 0xffffff
 0	 -6.41004	 0xffffff
 0	 -6.35983	 0xffffff
